165,2017-12-31,63.89890710382514,taiyuan
144,2017-12-31,38.1775956284153,shanghai
186,2017-12-31,72.75409836065573,wulumuqi
32,2017-12-31,43.306010928961754,chongqing
67,2017-12-31,19.07377049180328,haikou
151,2017-12-31,48.377049180327866,shenyang
179,2017-12-31,51.483606557377044,wuhan
172,2017-12-31,59.87431693989071,tianjin
39,2017-12-31,25.43169398907104,fujianfuzhou
60,2017-12-31,56.25956284153006,haerbin
53,2017-12-31,31.046448087431692,guiyang
25,2017-12-31,52.278688524590166,chengdu
109,2017-12-31,47.43989071038251,lanzhou
137,2017-12-31,34.32513661202186,nanning
95,2017-12-31,64.00273224043714,jinan
123,2017-12-31,39.702185792349724,nanchang
46,2017-12-31,34.051912568306015,guangzhou
200,2017-12-31,37.595628415300546,xining
88,2017-12-31,42.62568306010929,huhehaote
11,2017-12-31,44.9344262295082,changchun
130,2017-12-31,40.30874316939891,nanjing
116,2017-12-31,18.393442622950822,lasa
102,2017-12-31,26.543715846994534,kunming
193,2017-12-31,72.14480874316939,xian
81,2017-12-31,54.94535519125683,hefei
4,2017-12-31,56.14207650273224,beijing
214,2017-12-31,70.32513661202185,zhengzhou
18,2017-12-31,51.461748633879786,changsha
207,2017-12-31,43.866120218579226,yinchuan
5,2018-12-31,49.52676056338028,beijing
173,2018-12-31,49.34084507042253,tianjin
40,2018-12-31,23.090140845070422,fujianfuzhou
12,2018-12-31,32.45070422535211,changchun
180,2018-12-31,46.69859154929578,wuhan
201,2018-12-31,41.34929577464789,xining
33,2018-12-31,36.69577464788733,chongqing
19,2018-12-31,44.7943661971831,changsha
194,2018-12-31,60.6225352112676,xian
187,2018-12-31,55.459154929577466,wulumuqi
26,2018-12-31,46.895774647887315,chengdu
208,2018-12-31,37.743661971830996,yinchuan
47,2018-12-31,33.36338028169014,guangzhou
54,2018-12-31,30.46760563380281,guiyang
138,2018-12-31,32.32112676056338,nanning
145,2018-12-31,35.61126760563381,shanghai
96,2018-12-31,52.63943661971831,jinan
68,2018-12-31,16.507042253521128,haikou
131,2018-12-31,42.6,nanjing
117,2018-12-31,15.791549295774649,lasa
152,2018-12-31,39.25070422535211,shenyang
75,2018-12-31,37.371830985915494,hangzhou
124,2018-12-31,27.205633802816898,nanchang
159,2018-12-31,69.01126760563379,shijiazhuang
103,2018-12-31,26.72112676056338,kunming
82,2018-12-31,46.87605633802817,hefei
89,2018-12-31,36.7830985915493,huhehaote
110,2018-12-31,42.97183098591549,lanzhou
215,2018-12-31,64.04225352112678,zhengzhou
166,2018-12-31,55.95774647887324,taiyuan
61,2018-12-31,38.26197183098592,haerbin
125,2019-12-31,34.144230769230774,nanchang
202,2019-12-31,34.44551282051282,xining
90,2019-12-31,36.612179487179496,huhehaote
118,2019-12-31,11.163461538461537,lasa
97,2019-12-31,55.6602564102564,jinan
209,2019-12-31,30.698717948717945,yinchuan
6,2019-12-31,42.70192307692308,beijing
104,2019-12-31,24.71474358974359,kunming
111,2019-12-31,33.407051282051285,lanzhou
13,2019-12-31,35.987179487179496,changchun
132,2019-12-31,40.74679487179487,nanjing
167,2019-12-31,53.95833333333334,taiyuan
195,2019-12-31,57.875,xian
55,2019-12-31,26.55769230769231,guiyang
160,2019-12-31,63.221153846153854,shijiazhuang
174,2019-12-31,54.778846153846146,tianjin
41,2019-12-31,22.98076923076923,fujianfuzhou
62,2019-12-31,36.50320512820513,haerbin
153,2019-12-31,42.6025641025641,shenyang
181,2019-12-31,45.259615384615394,wuhan
20,2019-12-31,46.29807692307693,changsha
34,2019-12-31,37.2275641025641,chongqing
146,2019-12-31,34.967948717948715,shanghai
188,2019-12-31,52.2852564102564,wulumuqi
27,2019-12-31,40.44871794871795,chengdu
76,2019-12-31,37.333333333333336,hangzhou
139,2019-12-31,30.23076923076923,nanning
48,2019-12-31,29.16025641025641,guangzhou
83,2019-12-31,44.20833333333334,hefei
69,2019-12-31,16.567307692307693,haikou
216,2019-12-31,58.62179487179486,zhengzhou
